Date,Concentration
08/05/2017,552.6
09/05/2017,444.6
10/05/2017,294.22
11/05/2017,448.03
12/05/2017,795.43
13/05/2017,538.6
14/05/2017,473.35
15/05/2017,584.87
16/05/2017,467.16
17/05/2017,385.86
18/05/2017,331.43
19/05/2017,450.6
20/05/2017,533.85
21/05/2017,690.19
22/05/2017,549.17
23/05/2017,1011.07
25/05/2017,508.61
26/05/2017,408.6
27/05/2017,359.62
28/05/2017,141.21
29/05/2017,153.95
30/05/2017,244.9
31/05/2017,181.59
01/06/2017,468.46
02/06/2017,628.88
03/06/2017,688.69
04/06/2017,673.1
05/06/2017,464.6
06/06/2017,407.08
07/06/2017,287.73
08/06/2017,198.75
09/06/2017,326.99
10/06/2017,267.43
11/06/2017,NA
12/06/2017,140.47
13/06/2017,556.06
14/06/2017,547.9
15/06/2017,517.98
16/06/2017,249.42
17/06/2017,274.14
18/06/2017,617.34
19/06/2017,602.64
20/06/2017,213.35
21/06/2017,136.27
22/06/2017,404.12
23/06/2017,377.03
24/06/2017,527.07
25/06/2017,276.72
26/06/2017,183.33
27/06/2017,179.56
28/06/2017,84.83
29/06/2017,77.43
30/06/2017,65.79
01/07/2017,160.5
02/07/2017,67.43
03/07/2017,314.72
04/07/2017,553.15
05/07/2017,540.56
06/07/2017,247.9
07/07/2017,155.6
08/07/2017,435.16
09/07/2017,525.31
10/07/2017,292.6
11/07/2017,130.42
12/07/2017,111.05
13/07/2017,151.39
14/07/2017,167.94
15/07/2017,154.12
16/07/2017,176.68
17/07/2017,159.62
18/07/2017,159.56
19/07/2017,281.7
20/07/2017,105.46
21/07/2017,120.11
22/07/2017,79.24
23/07/2017,84.45
24/07/2017,55.13
25/07/2017,80.87
26/07/2017,120.87
27/07/2017,135.71
28/07/2017,163.88
29/07/2017,90.54
30/07/2017,133.17
31/07/2017,61.81
01/08/2017,136.92
02/08/2017,395.29
03/08/2017,448.43
04/08/2017,374.6
05/08/2017,437.31
06/08/2017,426.9
07/08/2017,164.53
08/08/2017,189.73
09/08/2017,172.63
10/08/2017,279.64
11/08/2017,260.14
12/08/2017,243.71
13/08/2017,491.19
14/08/2017,339.38
15/08/2017,206.84
16/08/2017,186.32
17/08/2017,310.71
18/08/2017,233.48
19/08/2017,128.86
20/08/2017,100.48
21/08/2017,134.93
22/08/2017,156.36
23/08/2017,109.26
24/08/2017,62.28
25/08/2017,150.09
26/08/2017,162.09
27/08/2017,159.5
28/08/2017,139.55
29/08/2017,82.53
30/08/2017,85.58
31/08/2017,51.53
01/09/2017,47.27
02/09/2017,76.65
03/09/2017,164.69
04/09/2017,265.95
05/09/2017,195.68
06/09/2017,234.69
07/09/2017,165.49
08/09/2017,216.69
09/09/2017,341.85
10/09/2017,238.67
11/09/2017,220.62
12/09/2017,221.06
13/09/2017,250.18
14/09/2017,205.94
15/09/2017,207.49
16/09/2017,113.17
17/09/2017,103.2
18/09/2017,126.68
19/09/2017,168.92
20/09/2017,174.05
21/09/2017,110.63
22/09/2017,31.82
23/09/2017,28.73
24/09/2017,89.84
25/09/2017,186.08
26/09/2017,313.31
27/09/2017,544.17
28/09/2017,501.43
29/09/2017,505.56
30/09/2017,384.2
01/10/2017,454.5
02/10/2017,427.49
03/10/2017,363.38
04/10/2017,398.37
05/10/2017,273.98
06/10/2017,302.37
07/10/2017,395.11
08/10/2017,488.89
09/10/2017,463.32
10/10/2017,478.15
11/10/2017,463.22
12/10/2017,571.84
